Name,Sys ID,record_id,company,company_clean,domain_clean,phone_clean,address_clean,combined_id,merged_ids,reason
"Lenharth Systems, LLC",C52045,C52045,"Lenharth Systems, LLC",lenharth systems,,,,lenharth systems;;,C32726;C52045,duplicate company or domain
Leones Comp LLC,C49174,C49174,Leones Comp LLC,leones comp,,,,leones comp;;,C34427;C49174,duplicate company or domain
"Level 10, LLC",C49175,C49175,"Level 10, LLC",level 10,,,,level 10;;,C24782;C49175,duplicate company or domain
LEXICON INTERNATIONAL CORP.,C30682,C30682,LEXICON INTERNATIONAL CORP.,lexicon international,,,,lexicon international;;,C30682;C37257,duplicate company or domain
LFi Technology,C49179,C49179,LFi Technology,lfi technology,,,,lfi technology;;,C38806;C49179,duplicate company or domain
LGBS Software Inc (DBA Euvic Inc),C49181,C49181,LGBS Software Inc (DBA Euvic Inc),lgbs software euvic,,,,lgbs software euvic;;,C41976;C49181,duplicate company or domain
LIBERTEKS.COM INC.,C39953,C39953,LIBERTEKS.COM INC.,liberteks.com,,,,liberteks.com;;,C39952;C39953,duplicate company or domain
LicenseMySoftware,C49182,C49182,LicenseMySoftware,licensemysoftware,,,,licensemysoftware;;,C24326;C49182,duplicate company or domain
"Licht Data Communications, Inc",C49183,C49183,"Licht Data Communications, Inc",licht data communications,,,,licht data communications;;,C29319;C49183,duplicate company or domain
"Lighthouse IT, Inc.",C49185,C49185,"Lighthouse IT, Inc.",lighthouse it,,,,lighthouse it;;,C23518;C49185,duplicate company or domain
Lightlearn,C43239,C43239,Lightlearn,lightlearn,,,,lightlearn;;,C43238;C43239,duplicate company or domain
LightRiver Technologies,C49186,C49186,LightRiver Technologies,lightriver technologies,,,,lightriver technologies;;,C40380;C49186,duplicate company or domain
Lightspeed Systems LLC,C51443,C51443,Lightspeed Systems LLC,lightspeed systems,,,,lightspeed systems;;,C36632;C51443,duplicate company or domain
LIGHTTREE LLC,C49187,C49187,LIGHTTREE LLC,lighttree,,,,lighttree;;,C38620;C49187,duplicate company or domain
Linde Group,C49188,C49188,Linde Group,linde group,,,,linde group;;,C39958;C49188,duplicate company or domain
Link Solutions Group,C49189,C49189,Link Solutions Group,link solutions group,,,,link solutions group;;,C24248;C49189,duplicate company or domain
"Link Tech, LLC",C49190,C49190,"Link Tech, LLC",link tech,,,,link tech;;,C22141;C49190,duplicate company or domain
"Lion IT Solutions, LLC.",C23801,C23801,"Lion IT Solutions, LLC.",lion it solutions,,,,lion it solutions;;,C23801;C49193,duplicate company or domain
"LiquidMo, LLC.",C49194,C49194,"LiquidMo, LLC.",liquidmo,,,,liquidmo;;,C38377;C49194,duplicate company or domain
LISS Consulting Corp.,C49196,C49196,LISS Consulting Corp.,liss consulting,,,,liss consulting;;,C35220;C49196,duplicate company or domain
LiteCloud,C49197,C49197,LiteCloud,litecloud,,,,litecloud;;,C38623;C49197,duplicate company or domain
Litewire. LLC,C39960,C39960,Litewire. LLC,litewire,,,,litewire;;,C39959;C39960,duplicate company or domain
Little Devil Computers LLC,C49198,C49198,Little Devil Computers LLC,little devil computers,,,,little devil computers;;,C35375;C49198,duplicate company or domain
Little Dog Tech,C36930,C36930,Little Dog Tech,little dog tech,,,,little dog tech;;,C24451;C36930,duplicate company or domain
LMI Systems Inc,C49202,C49202,LMI Systems Inc,lmi systems,,,,lmi systems;;,C26005;C49202,duplicate company or domain
LMJ Consulting,C49203,C49203,LMJ Consulting,lmj consulting,,,,lmj consulting;;,C41245;C49203,duplicate company or domain
LMMultimedia Computer Solutions,C49204,C49204,LMMultimedia Computer Solutions,lmmultimedia computer solutions,,,,lmmultimedia computer solutions;;,C30892;C49204,duplicate company or domain
LMS Technology,C49205,C49205,LMS Technology,lms technology,,,,lms technology;;,C34811;C49205,duplicate company or domain
"Local Backhaul Networks, LLC",C49206,C49206,"Local Backhaul Networks, LLC",local backhaul networks,,,,local backhaul networks;;,C24109;C49206,duplicate company or domain
"Lockmann Krane International, Inc.",C43929,C43929,"Lockmann Krane International, Inc.",lockmann krane international,,,,lockmann krane international;;,C42609;C43929,duplicate company or domain
LockUp IT LLC,C49209,C49209,LockUp IT LLC,lockup it,,,,lockup it;;,C24708;C49209,duplicate company or domain
Loffler Companies,C49210,C49210,Loffler Companies,loffler companies,,,,loffler companies;;,C30622;C49210,duplicate company or domain
"Logical Systems, Inc.",C22149,C22149,"Logical Systems, Inc.",logical systems,,,,logical systems;;,C22149;C22961;C46246,duplicate company or domain
"Logical Systems, LLC",C46246,C46246,"Logical Systems, LLC",logical systems,,,,logical systems;;,C22149;C22961;C46246,duplicate company or domain
LOGICALIS INC,C22962,C22962,LOGICALIS INC,logicalis,,,,logicalis;;,C22962;C30737;C39966;C49211,duplicate company or domain
"Logicalis, Inc.",C30737,C30737,"Logicalis, Inc.",logicalis,,,,logicalis;;,C22962;C30737;C39966;C49211,duplicate company or domain
"Logicalis, Inc.",C49211,C49211,"Logicalis, Inc.",logicalis,,,,logicalis;;,C22962;C30737;C39966;C49211,duplicate company or domain
Logivision Technologies,C49213,C49213,Logivision Technologies,logivision technologies,,,,logivision technologies;;,C41041;C49213,duplicate company or domain
"LogixCare, LLC",C49214,C49214,"LogixCare, LLC",logixcare,,,,logixcare;;,C31188;C49214,duplicate company or domain
Logos Systems,C49215,C49215,Logos Systems,logos systems,,,,logos systems;;,C38465;C49215,duplicate company or domain
Louisiana Technology Group Inc. - LATG,C49217,C49217,Louisiana Technology Group Inc. - LATG,louisiana technology group - latg,,,,louisiana technology group - latg;;,C24374;C49217,duplicate company or domain
Loyality Inc,C39971,C39971,Loyality Inc,loyality,,,,loyality;;,C39971;C49218,duplicate company or domain
"LSeven, Inc.",C49219,C49219,"LSeven, Inc.",lseven,,,,lseven;;,C29732;C49219,duplicate company or domain
LSI Corporation,C22153,C22153,LSI Corporation,lsi,,,,lsi;;,C22153;C40533,duplicate company or domain
"Lucidia IT, LLC",C40945,C40945,"Lucidia IT, LLC",lucidia it,,,,lucidia it;;,C24566;C40945,duplicate company or domain
Lumenur LLC,C49223,C49223,Lumenur LLC,lumenur,,,,lumenur;;,C23540;C49223,duplicate company or domain
"Lunarline, Inc.",C49226,C49226,"Lunarline, Inc.",lunarline,,,,lunarline;;,C26589;C49226,duplicate company or domain
"Lunavi, Inc",C21978,C21978,"Lunavi, Inc",lunavi,,,,lunavi;;,C21978;C49227,duplicate company or domain
"Lyon Technical Services, LLC",C30507,C30507,"Lyon Technical Services, LLC",lyon technical services,,,,lyon technical services;;,C30507;C49230,duplicate company or domain
LZ IT Solutions,C49231,C49231,LZ IT Solutions,lz it solutions,,,,lz it solutions;;,C36564;C49231,duplicate company or domain
M&N Communications,C35221,C35221,M&N Communications,m and n communications,,,,m and n communications;;,C35221;C40740,duplicate company or domain
"M&T Technologies, LLC",C24911,C24911,"M&T Technologies, LLC",m and t technologies,,,,m and t technologies;;,C24911;C30088,duplicate company or domain
"M.D. Solutions, Inc.",C49235,C49235,"M.D. Solutions, Inc.",m.d. solutions,,,,m.d. solutions;;,C25622;C49235,duplicate company or domain
"M1 Networks, Inc.",C49236,C49236,"M1 Networks, Inc.",m1 networks,,,,m1 networks;;,C23769;C49236,duplicate company or domain
M24 Technologies,C49237,C49237,M24 Technologies,m24 technologies,,,,m24 technologies;;,C42732;C49237,duplicate company or domain
M5 Systems,C31385,C31385,M5 Systems,m5 systems,,,,m5 systems;;,C26307;C28898;C31385,duplicate company or domain
M5 Systems.,C28898,C28898,M5 Systems.,m5 systems,,,,m5 systems;;,C26307;C28898;C31385,duplicate company or domain
MAANA TECHNOLOGIES INC,C49240,C49240,MAANA TECHNOLOGIES INC,maana technologies,,,,maana technologies;;,C23320;C49240,duplicate company or domain
MacDoctors,C49241,C49241,MacDoctors,macdoctors,,,,macdoctors;;,C36137;C49241,duplicate company or domain
Mad Data IO,C49243,C49243,Mad Data IO,mad data io,,,,mad data io;;,C41547;C49243,duplicate company or domain
MAD Security Inc,C43610,C43610,MAD Security Inc,mad security,,,,mad security;;,C43610;C49244,duplicate company or domain
Madison Technology,C37035,C37035,Madison Technology,madison technology,,,,madison technology;;,C36916;C37035,duplicate company or domain
Magna Cyber,C49246,C49246,Magna Cyber,magna cyber,,,,magna cyber;;,C40466;C49246,duplicate company or domain
"Mahaska Communication Group, LLC",C49248,C49248,"Mahaska Communication Group, LLC",mahaska communication group,,,,mahaska communication group;;,C24447;C49248,duplicate company or domain
Mainline Information Systems LLC,C51690,C51690,Mainline Information Systems LLC,mainline information systems,,,,mainline information systems;;,C31931;C51690,duplicate company or domain
Makena iT Group,C49252,C49252,Makena iT Group,makena it group,,,,makena it group;;,C42537;C49252,duplicate company or domain
"Managed IT Professionals, LLC.",C49254,C49254,"Managed IT Professionals, LLC.",managed it professionals,,,,managed it professionals;;,C42095;C49254,duplicate company or domain
Managed Services Team,C38841,C38841,Managed Services Team,managed services team,,,,managed services team;;,C29844;C38841;C49257,duplicate company or domain
Managed Services Team,C49257,C49257,Managed Services Team,managed services team,,,,managed services team;;,C29844;C38841;C49257,duplicate company or domain
Managed Solutions Group,C27959,C27959,Managed Solutions Group,managed solutions group,,,,managed solutions group;;,C24480;C27959;C41941,duplicate company or domain
"Managed Solutions Group, LLC",C41941,C41941,"Managed Solutions Group, LLC",managed solutions group,,,,managed solutions group;;,C24480;C27959;C41941,duplicate company or domain
"Managed Technologies of N.Y., Inc.",C49258,C49258,"Managed Technologies of N.Y., Inc.",managed technologies of n.y,,,,managed technologies of n.y;;,C36612;C49258,duplicate company or domain
ManagedLab Services,C49259,C49259,ManagedLab Services,managedlab services,,,,managedlab services;;,C43519;C49259,duplicate company or domain
"Management Applications, Inc.",C49260,C49260,"Management Applications, Inc.",management applications,,,,management applications;;,C35917;C49260,duplicate company or domain
MANAGNI SYSTEMS INC,C49262,C49262,MANAGNI SYSTEMS INC,managni systems,,,,managni systems;;,C23601;C49262,duplicate company or domain
Mann Technology Corporation,C49263,C49263,Mann Technology Corporation,mann technology,,,,mann technology;;,C35866;C49263,duplicate company or domain
"Marcor Technologies, Inc",C49266,C49266,"Marcor Technologies, Inc",marcor technologies,,,,marcor technologies;;,C24709;C41969;C49266;C49267,duplicate company or domain
"Marcor Technologies, LLC",C41969,C41969,"Marcor Technologies, LLC",marcor technologies,,,,marcor technologies;;,C24709;C41969;C49266;C49267,duplicate company or domain
"Marcor Technologies, LLC",C49267,C49267,"Marcor Technologies, LLC",marcor technologies,,,,marcor technologies;;,C24709;C41969;C49266;C49267,duplicate company or domain
Marcorp LLC,C49268,C49268,Marcorp LLC,marcorp,,,,marcorp;;,C43003;C49268,duplicate company or domain
Marin It Inc.,C46150,C46150,Marin It Inc.,marin it,,,,marin it;;,C28485;C46150,duplicate company or domain
MARJEN Technology Group LLC,C49271,C49271,MARJEN Technology Group LLC,marjen technology group,,,,marjen technology group;;,C23504;C49271,duplicate company or domain
Marks Computer Repair,C49272,C49272,Marks Computer Repair,marks computer repair,,,,marks computer repair;;,C42490;C49272,duplicate company or domain
Master Electronics,C49276,C49276,Master Electronics,master electronics,,,,master electronics;;,C42974;C49276,duplicate company or domain
"Matrix IT Services, LLC",C49277,C49277,"Matrix IT Services, LLC",matrix it services,,,,matrix it services;;,C24370;C49277,duplicate company or domain
"Matrix Systems Group, Inc",C49278,C49278,"Matrix Systems Group, Inc",matrix systems group,,,,matrix systems group;;,C24637;C49278,duplicate company or domain
Matrixforce,C49279,C49279,Matrixforce,matrixforce,,,,matrixforce;;,C23891;C49279,duplicate company or domain
Matson and Isom Technology Consulting,C49280,C49280,Matson and Isom Technology Consulting,matson and isom technology consulting,,,,matson and isom technology consulting;;,C42980;C49280,duplicate company or domain
Matthijssen Inc,C39991,C39991,Matthijssen Inc,matthijssen,,,,matthijssen;;,C38747;C39991,duplicate company or domain
"MAV Innovation Technology, LLC",C23131,C23131,"MAV Innovation Technology, LLC",mav innovation technology,,,,mav innovation technology;;,C23131;C49281,duplicate company or domain
Maverick Computer Services,C49282,C49282,Maverick Computer Services,maverick computer services,,,,maverick computer services;;,C22171;C49282,duplicate company or domain
MaxNet Security,C49285,C49285,MaxNet Security,maxnet security,,,,maxnet security;;,C25354;C49285,duplicate company or domain
Maxsys LLC,C49286,C49286,Maxsys LLC,maxsys,,,,maxsys;;,C23707;C49286,duplicate company or domain
"Mayasoft, LLC",C38295,C38295,"Mayasoft, LLC",mayasoft,,,,mayasoft;;,C37595;C38295,duplicate company or domain
Mayer IT LLC,C49287,C49287,Mayer IT LLC,mayer it,,,,mayer it;;,C24348;C49287,duplicate company or domain
MaySkye Inc.,C49288,C49288,MaySkye Inc.,mayskye,,,,mayskye;;,C31104;C49288,duplicate company or domain
"MCC Technology, Incorporated",C49292,C49292,"MCC Technology, Incorporated",mcc technology,,,,mcc technology;;,C26086;C49292,duplicate company or domain
McComber Computers,C49294,C49294,McComber Computers,mccomber computers,,,,mccomber computers;;,C30849;C49294,duplicate company or domain
McCraw Corporation,C49295,C49295,McCraw Corporation,mccraw,,,,mccraw;;,C35904;C49295,duplicate company or domain
"MCG, Inc.",C44735,C44735,"MCG, Inc.",mcg,,,,mcg;;,C39997;C44735,duplicate company or domain
McNallan Technology Solutions,C49296,C49296,McNallan Technology Solutions,mcnallan technology solutions,,,,mcnallan technology solutions;;,C24320;C49296,duplicate company or domain
"MCSolutions, LLC",C49297,C49297,"MCSolutions, LLC",mcsolutions,,,,mcsolutions;;,C24330;C49297,duplicate company or domain
MDI Consulting,C49299,C49299,MDI Consulting,mdi consulting,,,,mdi consulting;;,C35956;C49299,duplicate company or domain
"MDL Enterprise, Inc.",C49300,C49300,"MDL Enterprise, Inc.",mdl enterprise,,,,mdl enterprise;;,C26297;C49300,duplicate company or domain
MedCo Data LLC,C49302,C49302,MedCo Data LLC,medco data,,,,medco data;;,C31303;C49302,duplicate company or domain
MedSec,C49303,C49303,MedSec,medsec,,,,medsec;;,C36944;C49303,duplicate company or domain
"MegaplanIT, LLC",C49306,C49306,"MegaplanIT, LLC",megaplanit,,,,megaplanit;;,C27827;C49306,duplicate company or domain
Megawire,C49307,C49307,Megawire,megawire,,,,megawire;;,C23323;C49307,duplicate company or domain
"Melillo Consulting, Inc.",C28859,C28859,"Melillo Consulting, Inc.",melillo consulting,,,,melillo consulting;;,C28859;C45593,duplicate company or domain
Mentis Group,C49310,C49310,Mentis Group,mentis group,,,,mentis group;;,C23611;C49310,duplicate company or domain
MERCURY NETWORKS INC,C22181,C22181,MERCURY NETWORKS INC,mercury networks,,,,mercury networks;;,C22181;C32942,duplicate company or domain
Meridian Cooperative,C49311,C49311,Meridian Cooperative,meridian cooperative,,,,meridian cooperative;;,C42219;C49311,duplicate company or domain
Meridian It Inc,C45594,C45594,Meridian It Inc,meridian it,,,,meridian it;;,C26199;C40006;C45594;C49312,duplicate company or domain
