record_id_1,record_id_2
C42218,C38639
C39184,C32257
C26277,C42218
C23631,C39184
C37213,C26277
C34488,C37213
C49872,C34488
C40169,C28051
C41950,C49872
C30186,C40169
C23435,C41950
C23496,C30186
C32378,C23435
C40170,C32378
C26135,C23496
C46278,C26135
C25980,C46278
C43449,C25980
C43329,C38929
C32004,C43449
C23566,C43329
C32010,C32004
C30162,C23566
C37015,C32010
C46581,C30162
C34959,C37015
C30626,C46581
C30656,C34959
C25986,C30626
C51607,C30656
C36039,C25986
C24482,C51607
D01061,C36039
C51142,C24482
C40171,D01061
C36114,C51142
C47190,C40171
C45039,C36114
D01062,C47190
C30338,C45039
C32085,D01062
C45638,C30338
C37016,C32085
C49877,C45638
C24351,C37016
C23863,C49877
C25423,C24351
C31866,C23863
C40828,C25423
C40172,C31866
C45129,C40828
C40660,C40172
C34504,C45129
C49878,C40660
C44985,C34504
C43995,C49878
C45130,C43995
C40433,C45130
C51466,C47269
C49879,C51466
C42688,C49879
C22412,C45830
C32454,C42688
C45809,C22412
C42272,C32454
C47467,C45809
C40173,C42272
C49880,C47467
C40174,C49880
C37705,C40173
C43864,C37705
C51494,C40174
C39300,C40433
C24054,C43864
C30546,C51494
C43491,C24054
C45639,C30546
D01063,C43491
D01064,C45639
C41795,D01063
C25950,D01064
C32286,C41795
D01065,C25950
C22413,C32286
C34960,D01065
C45131,C22413
C32017,C34960
C50803,C45131
C51260,C32017
C26102,C50803
C49881,C51260
C39185,C26102
C39033,C49881
C35436,C39185
C27628,C39033
C32457,C35436
C28954,C27628
C49882,C32457
C36315,C28954
C23117,C49882
C34123,C36315
D01066,C23117
C32000,C34123
C26685,D01066
C31404,C32000
C28444,C26685
C33055,C31404
D01067,C28444
C27803,C33055
C35767,D01067
C44930,C27803
C40175,C35767
C28454,C40175
C32412,C28454
C40579,C24905
C34379,C32412
C49883,C40579
C36731,C34379
C31814,C49883
C35033,C36731
C41992,C31814
C38573,C35033
C35441,C41992
C50985,C38573
C27547,C35441
C22414,C50985
C30295,C27547
C47123,C22414
C42842,C30295
C26496,C47123
C33047,C26496
C23020,C33047
C34220,C23019
C37735,C23020
C38399,C42842
C31352,C34220
C49886,C37735
C46470,C31352
C41730,C46470
C46747,C41730
C26217,C26216
C42157,C46747
C49887,C26217
C32344,C42157
C26416,C49887
C49888,C32344
C43251,C26416
D01068,C49888
C33544,C43251
D01069,D01068
C39378,C33544
C35576,C39378
C44641,D01069
C40176,C44641
C43630,C35576
C51375,C40176
C51661,C43630
C38987,C51375
C25531,C51661
C51304,C38987
C27705,C25531
C36218,C51304
C22415,C27705
C23461,C36218
C37115,C22415
C46163,C23461
C28511,C37115
C37969,C46163
C51082,C28511
D01070,C37969
C41169,C51082
C27994,D01070
C25761,C41169
C36686,C27994
C27181,C25761
C25635,C36686
C46093,C27181
C33010,C25635
C42963,C46093
C41238,C42963
C49892,C33010
C44686,C49892
C36298,C41238
C39186,C44686
C44575,C36298
C27865,C39186
C26853,C44575
D01071,C27865
C29952,C26853
C25184,D01071
C40177,C29952
C25693,C25184
C26123,C40177
C24467,C25693
C38574,C26123
C38319,C24467
C25449,C38574
D01072,C38319
C27307,C25449
C40624,D01072
C45897,C27307
C37017,C47551
C37608,C40624
C28869,C26275
C44576,C45897
C32928,C37608
C25597,C44576
C26962,C32928
C31648,C25597
C26725,C26962
D01073,C31648
C51961,C26725
C22416,D01073
C45447,C51961
C28056,C22416
C40178,C45447
C41607,C28056
C26318,C40178
C43964,C41607
C51039,C26318
C26017,C43964
C24822,C51039
C51829,C26017
C51994,C24822
C22417,C51829
C36248,C51994
C40179,C22417
C36766,C36248
C44379,C40179
D01074,C36766
C46649,C44379
C28304,D01074
C28483,C46649
C41866,C28304
C27092,C28483
C42005,C41866
C26662,C27092
C39436,C42005
C38883,C26662
C31633,C39436
D01075,C38883
C38212,C31633
C37497,D01075
C34471,C38212
C23268,C37497
C24475,C34471
C27341,C23268
C24029,C24475
C43401,C27341
C42827,C24029
C31624,C43401
C46879,C42827
D01076,C31624
D01077,C46879
C23362,D01076
C29696,D01077
C44577,C23362
C22809,C29696
D01078,C44577
C43397,C22809
C27284,D01078
C22418,C43397
C23140,D01079
C22419,C49898
C34560,C23140
C44657,C45380
C33097,C35315
C25253,C44657
C42869,C33097
C25484,C25253
C49900,C42869
C22420,C25484
C27797,C49900
C22421,C22420
C28039,C27797
C49902,C22421
C34158,C28039
C27963,C49902
C28943,C34158
C50963,C27963
C42998,C28943
C51561,C50963
C34341,C42998
C30774,C51561
C38213,C34341
C35421,C30774
C38575,C38213
C45640,C35421
C27248,C38575
C35258,C45640
C23492,C27248
C45641,C35258
C26346,C23492
C22423,C45641
C29294,C26346
D01081,C22423
C22424,C29294
C28122,D01081
C24041,C22424
C27335,C28122
C51616,C27335
C47036,C51616
C37107,C47036
C49905,C24041
C43600,C37107
C37244,D01082
C23583,C43600
C46582,C23782
C35310,C37244
C29090,C23583
C46880,C35310
C50779,C29090
C39295,C46880
C40863,C50779
C33222,C39295
C22425,C40863
C36148,C33222
D01083,C22425
C49908,C36148
C42527,D01083
D01084,C49908
C41512,C42527
C41799,D01084
C22426,C41512
C41870,C41799
C43145,C22426
C38214,C41870
C35338,C43145
C36155,C38214
C25126,C35338
C32119,C36155
C30778,C25126
C27306,C32119
C46985,C30778
D01085,C27306
D01086,C46985
C22427,D01085
C40181,D01086
C24506,C22427
C25185,C40181
C39262,C24506
C40553,C25185
C39326,C39262
C44684,C40553
C37326,C39326
C29763,C44684
C47589,C37326
C30791,C29763
C49910,C47589
C35034,C30791
C36883,C49910
C22428,C35034
C34501,C36883
C26956,C22428
C29718,C34501
C37486,C26956
C34781,C29718
D01087,C37486
C32070,C34781
C33653,C32070
C46009,C43742
C44419,C33653
C41042,C46009
C27208,C44419
C32758,C41042
C47194,C27208
D01088,C32758
C36106,C47194
C42127,D01088
C41513,C36106
C30685,C42127
C29395,C41513
C26218,C30685
C40182,C29395
C34556,C26218
C23722,C40182
C32636,C34556
C49914,C23722
C29020,C32636
C43419,C49914
C35854,C29020
D01089,C43419
C47274,C35854
C32811,D01089
C23022,C47274
C26485,C32811
C22810,C23022
C38924,C26485
C44578,C38924
D01090,C44578
C51754,C34600
C49916,D01090
C40183,C51754
C44159,C49916
C40514,C40183
C43081,C44159
C30763,C40514
C50738,C43081
C28247,C30763
D01091,C50738
C43535,C28247
C50674,D01091
C38761,C43535
C43994,C50674
C40752,C38761
C43400,C43994
C43308,C40752
C28951,C43400
C28789,C43308
C47271,C28951
C43770,C28789
C40184,C47271
C27569,C43770
C22429,C40184
C35944,C27569
C23957,C22429
C51363,C35944
C38966,C23957
C32596,C51363
C44825,C38966
C22430,C32596
D01092,C44825
C41445,C22430
C22431,D01092
C32429,C41445
D01093,C22431
C26103,C32429
D01094,D01093
C49922,C26103
C25869,D01094
C25262,C49922
C44250,C25869
C41446,C25262
C46042,C44250
C34372,C41446
C45132,C46042
D01095,C34372
C51866,C45132
C49924,D01095
C27924,C51866
C40185,C49924
C43870,C27924
C32888,C40185
C36566,C43870
C44380,C32888
C38215,C36566
C44873,C44380
C39187,C38215
C34620,C44873
C30175,C39187
C49926,C34620
C38333,C30175
C27561,C49926
C40186,C38333
C42870,C27561
C25602,C40186
C51675,C42870
C26219,C25602
C24523,C51675
C28532,C26219
C28596,C24523
C49927,C28532
C35471,C28596
C23023,C49927
C24751,C35471
C47469,C23023
C49929,C24751
C43039,C47469
C49930,C49929
C25513,C43039
C23024,C49930
C29505,C25513
C41215,C23024
C29623,C29505
C40569,C41215
C23770,C29623
D01096,C40569
C28677,C23770
C26711,D01096
C51536,C28677
C26925,C26711
C47156,C51536
C37152,C26925
C29641,C47156
C43920,C37152
C45788,C29641
C37987,C43920
C43371,C45788
C38216,C37987
C27567,C43371
C40187,C27567
C45695,C40187
C23025,C44579
C44061,C45695
C27817,C23025
C29163,C44061
C43832,C27817
C46517,C29163
C41974,C43832
C24516,C41974
C33088,C24516
C35633,C29389
C44580,C33088
C24593,C35633
C32236,C44580
C44484,C24593
C42318,C32236
C42560,C44484
C40753,C42318
C23554,C42560
C24982,C40753
C40189,C24982
C45643,D00050
C51576,C40189
C30211,C45643
C43175,C51576
C44446,C30211
C44382,C43175
C28645,C44446
C46010,C44382
C30683,C28645
C41979,C46010
C24632,C30683
C40190,C41979
C29586,C24632
C36396,C40190
C22432,C29586
C51671,C36396
C44703,C22432
C38693,C51671
C36029,C44703
C30844,C38693
C33223,C36029
C43921,C30844
C44736,C33223
C30070,C44736
C26401,C43921
C31128,C26401
C25186,C30070
C42341,C31128
C35506,C42341
C35540,C35506
C45644,C31792
C49937,D01097
C31006,C49937
C25752,C31006
C41907,C25752
C45270,C41907
C46964,C27043
C35628,C45270
C33224,C46964
C40191,C35628
C22433,C32040
C28543,C33224
C51439,C40191
C49938,C40754
C27031,C28543
C49939,C51439
D01098,C27031
C23026,D01098
C22811,C49939
C22434,C22811
C39028,C23026
C40405,C22434
D01099,C39028
D01100,C40405
C49940,D01099
C41212,D01100
C40192,C49940
C26220,C41212
C51749,C40192
C37609,C26220
C49941,C51749
C27099,C37609
C29322,C49941
C32456,C27099
C26319,C29322
C40791,C32456
C43318,C26319
D01101,C40791
C42015,C43318
C41554,D01101
C44931,C42015
C36235,C41554
C24045,C44931
C22435,C36235
C41525,C24045
C23027,C22435
C38474,C41525
C50732,C23027
C22436,C38474
C50845,C50732
C38631,C22436
C49944,C50845
C23028,C38631
C45334,C49944
D01102,C23028
C46223,C45334
C46881,D01102
C44260,C46223
C40193,C46881
C38217,C44260
C33225,C40193
C22437,C38217
C22438,C33225
D01103,C22437
C27613,C22438
C31665,D01103
C28284,C27613
C32332,C31665
C22439,C28284
C31316,C22439
C31748,C32332
C27568,C31748
C50675,C31316
D01104,C27568
C31373,C50675
C32128,D01104
C25071,C31373
C40194,C32128
C22440,C25071
C34486,C40194
C26938,C22440
C30740,C34486
C47470,C26938
C49948,C30740
C34544,C47470
C32684,C49948
C27552,C34544
C36270,C32684
C38354,C27552
C33227,C36270
C37291,C38354
C31996,C33227
C35294,C37291
C34961,C31996
C47471,C36127
C41154,C35294
C43155,C49950
C34354,C47471
C46437,C43155
C35416,C34354
C22441,C46437
C24290,C35416
C22442,C22441
C49953,C24290
C41316,C22442
D01105,C49953
C22443,C41316
C51421,C34961
C46748,D01105
C33229,C22443
C47232,C46748
C50780,C33229
D01106,C47232
C25583,C50780
C22444,D01106
C26312,C25583
D01107,C22444
C51431,C26312
C29129,D01107
C51454,C51431
C44383,C29129
C35595,C51454
C35684,C44383
D01108,C35595
C35514,C35684
C37505,D01108
C44213,C35514
C25276,C37505
C22445,C44213
C29220,C25276
C40195,C41154
C43796,C22445
C49958,C29220
C42805,C43796
C37744,C49958
C28107,C42805
C47154,C37744
C36080,C28107
C51165,C47154
C22446,C36080
C43662,C51165
C25383,C22446
C37018,C43662
C46938,C25383
C50781,C37018
C40196,C46938
C32807,C40196
C32947,D01109
C22447,C32807
C38218,C32947
D01110,C22447
C35547,C38218
C51930,D01110
C36230,C35547
C25039,C51930
C28090,C36230
C25407,C25039
C31536,C25407
C43612,C28090
C22448,C43612
C24299,C31536
C28111,C22448
C41206,C24299
C42002,C28111
C22494,C41206
C32253,C42002
C28387,C22494
C49962,C32253
C39369,C28387
C27379,C49962
C49964,C39369
C38576,C27379
C27699,C49964
C27267,C38576
C27730,C27699
C37704,C27267
C38694,C27730
C24656,C37704
C42471,C38694
C24552,C24656
C34962,C42471
C22450,C24552
C23736,C34962
C46882,C22450
C49965,C23736
C27026,C46882
C32423,C49965
C49966,C27026
C36207,C32423
C38577,C49966
C51333,C36207
C47124,C38577
C46164,C51333
C22451,C47124
C44080,C46164
C24698,C22451
C28484,C44080
C46427,C24698
C24038,C28484
C49968,C46427
C25221,C24038
C34798,C49968
C40197,C25221
C27326,C40197
C43937,C34798
C43045,C43937
C23481,C27326
C37019,C43045
C34465,C23481
C40198,C37019
C31399,C34465
C44275,C31399
C44221,C44275
C40404,C41570
C28491,C44221
C44384,C40404
C26734,C28491
C23816,C44384
C49970,C26734
C39249,C23816
D01111,C49970
C40505,C39249
C30443,D01111
C25551,C40505
D01112,C30443
C43767,C25551
C45014,D01112
C27939,C43767
C22452,C45014
C46653,C27939
C28312,C22452
C41849,C46653
C25879,C28312
C50717,C41849
C24931,C25879
C39188,C50717
C30612,C24931
C23242,C39188
C26832,C30612
C23224,C23242
C44441,C26832
C34144,C23224
C40605,C34144
C49972,C44441
C24469,C49972
D01113,C40605
C23831,C24469
C26814,D01113
C22454,C23831
C43026,C26814
C24078,C22454
C43115,C43026
C49973,C24078
C45645,C49973
C28049,C43115
C32908,C28049
C23623,C45645
C43692,C32908
C45646,C23623
C44385,C43692
C25533,C45646
C22455,C44385
C28547,C25533
C22020,C22455
C42871,C28547
C40199,C42871
C42712,C22020
C49974,C51956
C26221,C27686
C50687,C49974
C47554,C26221
C22457,C50687
C26944,C47554
C45290,C22457
D01114,C42712
C30863,C26944
C30804,C45290
C23684,C30863
C50815,C30804
C34426,C23684
C44386,C50815
C27075,C34426
C29378,C44386
C32133,C27075
C52065,C29378
C22458,C32133
C42232,C52065
C44581,C22458
C35714,C42232
C30853,C44581
C28637,C35714
C28914,C30853
C32066,C28637
D01115,C28914
D01116,C32066
C39256,D01115
C49976,D01116
C22812,C39256
C41588,C49976
C40590,C22812
D01117,C41588
C40200,C40590
C49977,D01117
C23636,C40200
C49979,C49977
C51371,C23636
C25222,C51371
C51066,C49979
C23118,C25222
C37108,C29575
C49980,C23118
C51049,C37108
C28728,C49980
C49981,C51049
C33232,C28728
C49983,C49981
C51975,C33232
C47185,C49983
D01118,C51975
C40387,C47185
C46686,D01118
D01119,C40387
C44174,C46686
C44658,D01119
C30095,C44174
D01120,C30095
D01121,D01120
C22461,C40842
C35435,D01121
C38578,C22461
D01122,C35435
C38270,C38578
C33598,D01122
C49985,C38270
C38762,C33598
C40994,C49985
C22462,C38762
C22463,C40994
C36397,C22462
D01123,C22463
D01124,C36397
C41527,D01123
C31727,D01124
C31710,C41527
C27367,C31727
C24923,C31710
D01125,C27367
C23296,C24923
C26696,D01125
C46749,C23296
C32817,C26696
C41749,C46749
C49986,C32817
C26222,C41749
C41448,C49986
C25536,C26222
C50745,C41448
C22464,C25536
C41912,C50745
C42289,C22464
C49987,C41912
C30750,C42289
C41030,C49987
D01126,C30750
C42387,C41030
C41924,D01126
C44582,C42387
C47472,C41924
C42039,C44582
C46627,C47472
C27538,C42039
C24872,C46627
C46222,C27538
C30181,C24872
C49989,C46222
C49990,C30181
C42752,C49989
C25524,C42752
C23164,C49990
C24391,C23164
C47035,C24391
C38307,C47035
C35474,C34063
C28185,C38307
D01127,C35474
C36297,C28185
C27938,D01127
C27589,C36297
C31194,C27938
C43135,C27589
C24338,C31194
C45647,C43135
C45392,C24338
C43157,C45647
C24764,C45392
C41125,C43157
C47233,C24764
C43966,C41125
C23344,C47233
C27149,C43966
C30566,C23344
C42619,C27149
C33234,C30566
C35660,C42619
C31920,C33234
C32972,C35660
C38327,C31920
C26109,C32972
C51566,C38327
C26707,C26109
C42440,C51566
C28255,C26707
C51757,C42440
C36098,C28255
C29301,C51757
C37117,C36098
C25111,C29301
C38411,C37117
C26542,C25111
C42155,C38411
C32408,C26542
C45648,C42155
C51259,C32408
C45133,C45648
C36032,C51259
C25579,C45133
C51945,C36032
C27330,C25579
C50002,C51945
C23776,C27330
C22466,C50002
C39026,C23776
C43252,C22466
C51122,C39026
C43002,C43252
C25130,C51122
C50003,C43002
C26022,C25130
C23669,C50003
C39189,C26022
C39496,C23669
C30739,C39189
C29324,C39496
C24300,C30739
C42373,C29324
C38441,C24300
C24476,C42373
C24640,C38441
C29770,C24476
C47033,C24640
D01128,C29770
C22467,C47033
C41511,D01128
C28322,C22467
C44583,C41511
C42317,C28322
C35238,C44583
D01129,C42317
C27841,C35238
C24066,D01129
C34547,C27841
C43034,C24066
C23595,C34547
C41336,C43034
C33702,C23595
C37040,C41336
C41873,C33702
C45134,C37040
C27539,C41873
C30801,C45134
D01130,C27539
C43627,C30801
C29292,D01130
C50008,C43627
C30674,C29292
C43357,C50008
C24834,C30674
C45019,C43357
C35616,C24834
C35745,C45019
C40201,C35616
C42034,C35745
C37020,C40201
C29489,C42034
C22469,C37020
C51802,C29489
C47125,C22469
C41087,C51802
C39190,C47125
C28045,C41087
C35035,C39190
C34279,C28045
C29549,C35035
D01131,C34279
C45355,C29549
C46192,D01131
C23967,C45355
C38452,C46192
C43354,C23967
C40479,C38452
C31550,C40479
C45959,C43354
C45210,C45959
C35859,C31550
D01132,C45210
C32225,C35859
C31980,D01132
C35273,C32225
C43366,C31980
C24354,C35273
C27595,C43366
C25701,C24354
C29463,C27595
C50846,C25701
C50013,C29463
C35459,C50846
C24984,C50013
C38579,C35459
C51716,C24984
C40202,C38579
C51416,C51716
C50014,C40202
C24243,C51416
C51927,C50014
C24057,C24243
C50980,C51927
C27117,C24057
C46111,C50980
C46059,C27117
C42167,C46111
C37211,C46059
C39191,C42167
C24619,C37211
C24389,C39191
C45211,C24619
C28520,C45211
C31478,C24389
C31099,C31478
C40204,C28520
C30944,C31099
C45343,C40204
C31749,C30944
C35288,C45343
C40516,C31749
D01133,C35288
C51855,C40516
C38219,D01133
C47473,C51855
C42128,C38219
C39383,C47473
C41353,C42128
C28518,C39383
C44618,C41353
C37632,C28518
C43160,C44618
C50018,C37632
C44584,C43160
C45792,C50018
C26754,C44584
C38825,C45792
C47069,C26754
C32749,C38825
C26223,C47069
C27997,C32749
C25000,C26223
C40205,C27997
D01134,C25000
C30024,C40205
C43059,D01134
C30709,C30024
C27723,C43059
C23657,C30709
C23029,C27723
C27054,C23657
C46165,C23029
D01135,C27054
D01136,C46165
C47592,D01135
C35841,D01136
C42322,C47592
C44585,C35841
C45898,C42322
C38220,C44585
C36169,C45898
C43479,C38220
C24851,C36169
D01137,C43479
C30744,C24851
C42067,D01137
C27961,C30744
C32923,C42067
C43783,C27961
C27674,C32923
C43254,C43783
C22470,C27674
C35191,C43254
C35414,C22470
C39453,C35191
C31902,C35414
C43099,C39453
C32639,C31902
C23030,C43099
C32646,C32639
D01138,C23030
C33067,C32646
C50025,D01138
C41967,C33067
C25867,C50025
C40206,C41967
C23568,C25867
C42614,C40206
D01139,C23568
C37091,C42614
C29993,D01139
C30080,C37091
D01140,C29993
C45649,C30080
C50028,D01140
C28339,C45649
C35938,C50028
D01141,C28339
C39010,C35938
C36398,D01141
C35107,C39010
C29255,C36398
C43478,C35107
C39192,C29255
C29963,C43478
C25493,C39192
C50782,C29963
C22315,C25493
C46279,C50782
C22472,C22315
C45737,C46279
C24660,C22472
C36746,C24660
C46583,C36746
C50033,C24396
C27481,C46583
C41319,C50033
C24895,C27481
C22473,C41319
C47474,C24895
C44443,C22473
C28855,C47474
C25014,C44443
C25900,C28855
C51391,C25014
C35108,C25900
C39226,C51391
C47475,C35108
C40207,C39226
C41613,C47475
C34670,C40207
C35109,C41613
C50035,C45737
C27007,C34670
C26347,C35109
C37234,C27007
C36220,C26347
C46185,C37234
C26807,C36220
C23919,C46185
C26552,C26807
C28174,C23919
C43393,C26552
C38763,C28174
C42829,C43393
C22474,C38763
C26250,C42829
C52056,C22474
C28741,C26250
C22813,C52056
C31886,C28741
C50037,C22813
C22475,C31886
C50038,C50037
C36399,C22475
C47009,C50038
C25042,C36399
C51424,C47009
C29151,C25042
C41517,C51424
C29448,C29151
C32835,C41517
C40425,C29448
C47000,C32835
C30694,C40425
C45651,C47000
C27083,C30694
C51976,C45651
C32127,C27083
C34498,C51976
C50040,C32127
C45917,C34498
C24792,C50040
C46883,C45917
C28513,C46883
C25842,C28513
C32863,C24819
C39193,C25842
C22476,C32863
C22477,C39193
C36509,C22476
C43334,C22477
D01142,C36509
C32334,C43334
C45652,D01142
C44586,C32334
C23289,C45652
C36295,C44586
C34750,C23289
C45952,C36295
C42070,C34750
C38580,C45952
C33652,C42070
C35823,C38580
C24532,C33652
D01143,C35823
C46584,C24532
C25187,D01143
D01144,C46584
C22478,C25187
C45212,D01144
C23881,C22478
C36675,C45212
C37762,C23881
C36952,C36675
C32566,C37762
C44587,C36952
C50043,C44587
C47476,C50043
C45213,C51894
C23557,C47476
C50045,C45213
D01145,C23557
C38445,C50045
C34963,D01145
C41004,C38445
C22479,C34963
C27910,C41004
C27624,C22479
C50046,C27910
C24388,C27624
C22480,C50046
C26768,C24388
C35239,C22480
C40510,C26768
C27161,C35239
D01146,C40510
C22481,C27161
C23731,D01146
C50048,C22481
C30912,C23731
C37610,C50048
C45043,C30912
C44937,C37610
C28589,C45043
D01147,C44937
C23681,C28589
C50049,D01147
C50050,C23681
C35390,C50049
C40208,C50050
C23452,C35390
C29006,C40208
C23031,C23452
C33588,C29006
C34449,C23031
C32190,C33588
C40504,C34449
C35452,C32190
C22482,C40504
C26671,C35452
C43934,C22482
C50051,C26671
C50684,C43934
C37188,C50051
D01148,C50684
C40209,C37188
C33313,D01148
C34759,C40209
C43740,C33313
C51413,C34759
C24009,C43740
C47477,C51413
C50053,C24009
C24861,C38449
C38978,C47477
C44588,C50053
C47203,C38978
C23456,C44588
C46770,C47203
C29903,C23456
C42141,C46770
D01149,C29903
C50957,C42141
C29300,D01149
C25558,C50957
C37726,C29300
C46585,C25558
C32306,C37726
C22483,C46585
C27323,C32306
C31437,C22483
D01150,C27323
C40864,C31437
D01151,D01150
C45929,C40864
D01152,D01151
C43079,C45929
C25275,D01152
C40210,C43079
C44656,C25275
C43843,C40210
C38610,C44656
C40644,C43843
C40663,C38610
C35036,C40644
C43300,C35036
C40953,C43300
C26588,C27680
C38412,C40953
C22484,C26588
C42913,C22484
C47478,C42913
C31499,C22485
C28942,C40663
D01153,C47478
C36550,C31499
C24367,D01153
C30822,C36550
D01154,C38412
C26454,C24367
C29178,C30822
C26348,C26454
C46915,C29178
C43584,C26348
C36400,C46915
C45399,C43584
C44166,C36400
C51577,C45399
C30081,C44166
C41633,C51577
C25188,C30081
C38581,C41633
C32371,C25188
C28679,C38581
C30387,C32371
C34605,C30387
C30611,C34605
C24217,C50817
C27580,C30611
C50057,C24217
C22486,C27580
D01155,C50057
C26742,C22486
C22487,C26742
C50058,D01155
C42806,C50058
C27145,C22487
C51578,C42806
C24671,C27145
C29523,C51578
C38221,C24671
C35327,C38221
C45448,C35327
C50060,C32713
C50682,C45448
C35110,C50060
C29069,C50682
C42872,C35110
C45946,C29069
C23032,C42872
C44589,C45946
C51279,C29523
C26278,C23032
C37737,C44589
C22488,C26278
D01156,C37737
C22489,C22488
C30913,D01156
C23826,C22489
C37981,C30913
C27010,C23826
C29567,C37981
C22490,C27010
C47479,C29567
C35908,C22490
C46602,C47479
C30117,C35908
C40211,C46602
C23295,C30117
C51351,C40211
C37611,C23295
C45214,C37611
C26882,C45214
C35901,C51608
C47587,C26882
C28418,C35901
C22491,C47587
C41267,C22491
C38402,C41267
C38827,C38402
D01157,C39059
C34035,C46196
C22493,C34035
C25287,C22493
C24189,C37545
C24168,C25287
C23760,C24168
C28200,C24189
C34964,C23760
C41371,C22338
D01158,C43951
C30307,C34964
D01159,C41371
C43399,D01158
C28116,D01159
C40755,C43399
C50063,C28116
C47480,C40755
C44631,C50063
C23033,C47480
C27416,C44631
C36401,C23033
C50064,C27416
C29821,C36401
C37075,C50064
C28263,C29821
C51087,C37075
C43131,C28263
C39194,C51087
D01160,C43131
C46011,C39194
C38680,D01160
C32443,C46011
C50068,C38680
C44176,C32443
C24791,C50068
C39359,C44176
C35160,C24791
C23894,C39359
C25227,C35160
C42713,C23894
C50071,C25227
C50072,C42713
C50801,C50071
D01161,C50072
D01162,C50801
C31987,D01161
C46472,D01162
C29174,C31987
C45967,C46472
C50073,C29174
C40212,C45967
C37752,C50073
D01163,C40212
C51463,C37752
C43255,D01163
C43468,C51463
C34578,C43468
C39449,C34578
C22495,C51225
C25646,C39449
C24440,C22495
D01164,C25646
C24610,C43255
C26016,C24440
C29646,C26016
C28078,C38293
C26491,C38407
C32385,C28078
C25292,C26491
C23843,C32385
C24939,C25292
C31724,C24939
C28604,C23843
C46166,C28604
C32606,C31724
C45653,C46166
C39195,C32606
C26104,C45653
C46750,C39195
C38918,C26104
C22606,C46750
C25541,C38918
C40441,C22606
C22759,C25541
C50078,C40441
C50079,C22759
C22760,C50078
C29958,C50079
C35858,C22760
C23458,C29958
C51227,C35858
C36299,C23458
C37523,C51227
C32763,C36299
C26967,C37523
C50082,C32763
C41378,C26967
C34209,C50082
C46586,C41378
C45053,C34209
C35742,C46586
C42576,C45053
C51588,C35742
C27105,C42576
C36205,C51588
C41561,C27105
C33062,C36205
C30877,C41561
C28469,C33062
C50966,C30877
C32767,C28469
C27086,C50966
C22496,C32767
C25358,C27086
C35344,C22496
D01165,C25358
C23544,C35344
C43766,D01165
C27747,C23544
C51514,C43766
C22497,C27747
C27845,C51514
C32416,C22497
C50085,C27845
C38582,C32416
C41968,C50085
C32935,C38582
C43394,C41968
C36878,C32935
C24140,C43394
C50087,C36878
C40214,C24140
C32996,C50087
C25026,C40214
C37085,C32996
C41689,C25026
C40908,C37085
C28309,C41689
C31856,C40908
C42969,C28309
C45654,C31856
C45449,C42969
C44723,C45654
C34794,C45449
C28724,C44723
C46587,C34794
C29326,C28724
C36738,C46587
C47043,C29326
C27219,C36738
C27290,C47043
C26349,C27219
C28093,C27290
C40462,C26349
C51362,C28093
C23646,C40462
C28465,C51362
C41177,C23646
C25707,C28465
C50090,C41177
C22498,C25707
C42226,C50090
D01166,C22498
D01167,C42226
C22499,D01166
C28269,D01167
C23034,C22499
C50718,C28269
C41676,C23034
C46650,C50718
C36823,C41676
D01168,C46650
C30796,C36823
C42948,D01168
C45655,C30796
C31508,C45655
C32381,C45620
C45215,C31508
C40215,C32381
C50095,C45215
C51546,C40215
C24285,C50095
C40216,C51546
C25802,C24285
C22500,C40216
C47208,C25802
C27525,C22500
D01169,C47208
C26865,C27525
C26350,D01169
C46638,C26865
C28971,C26350
C34285,C46638
C29286,C28971
C50096,C34285
C41020,C29286
C29346,C50096
C34966,C41020
C27784,C29346
C42017,C34966
C27384,C27784
C25618,C42017
C39297,C27384
D01170,C25618
C26224,C39297
C40217,D01170
C42481,C26224
C45450,C40217
C30320,C42481
C31485,C45450
C35735,C30320
C28842,C31485
C44932,C35735
C36422,C28842
C34044,C44932
C37247,C36422
C39493,C34044
C29898,C37247
C34637,C39493
C28447,C34637
C29202,C29898
C36402,C29202
C51579,C28447
C23035,C36402
C28530,C51579
C22501,C23035
C33658,C28530
D01171,C22501
C38798,C33658
C47482,D01171
C34662,C38798
C35170,C47482
C50098,C34662
D01172,C35170
C41092,C50098
C46270,D01172
C41765,C41092
C44850,C46270
C32654,C41765
C51646,C44850
C50099,C32654
C40218,C51646
C43639,C50099
C50100,C40218
C46511,C43639
C35111,C50100
C35945,C46511
C33236,C35111
C32043,C35945
C23411,C33236
C23524,C32043
C40219,C23411
D01173,C23524
C44325,C40219
C34715,D01173
C46884,C44325
C22502,C34715
C50103,C46884
C40220,C22502
C24135,C50103
C45216,C40220
C47047,C24135
C27108,C45216
C22503,C47047
C46264,C27108
C50105,C22503
C28182,C46264
C46069,C50105
C50106,C28182
C22504,C46069
D01174,C50106
D01175,C22504
C50107,D01174
C34283,D01175
C38836,C50107
C50108,C34283
C22505,C38836
C23036,C50108
C28498,C23036
C46947,C28498
C22506,C40221
C22507,C46947
C51228,C22505
C43446,C22506
C28327,C22507
D01176,C43446
C43655,C28327
C24211,D01176
C23354,C43655
C22814,C24211
C51702,C23354
C25924,C22814
C23037,C51702
C38678,C32037
C40222,C25924
C45958,C23037
C47483,C40222
C26225,C45958
C30871,C26225
C46167,C47483
C35037,C46167
